user_id,pv,buy,percent
3795000,56,1,0.017857143
11701500,132,2,0.015151515
232000,67,1,0.014925373
6061250,68,1,0.014705882
1969000,72,1,0.013888889
1104500,74,1,0.013513514
8040000,151,2,0.013245033
12215000,157,2,0.012738854
7687500,81,1,0.012345679
1561250,90,1,0.011111111
6874250,92,1,0.010869565
848500,92,1,0.010869565
1531250,96,1,0.010416667
6564500,102,1,0.009803922
4257000,108,1,0.009259259
10773000,109,1,0.009174312
2253250,113,1,0.008849558
371250,228,2,0.00877193
4850000,118,1,0.008474576
69500,138,1,0.007246377
7699500,139,1,0.007194245
2940000,142,1,0.007042254
1086750,273,1,0.003663004
6014750,6,0,0
9103250,4,0,0
10095000,4,0,0
11220500,1,0,0
12015000,4,0,0
10119250,4,0,0
11527500,6,0,0
8861500,4,0,0
4193750,4,0,0
7435500,4,0,0
405000,4,0,0
1247000,6,0,0
3861500,4,0,0
2870250,6,0,0
317500,1,0,0
8949750,5,0,0
2350750,4,0,0
4876750,1,0,0
4317250,6,0,0
11923000,3,0,0
2480750,6,0,0
10598500,3,0,0
11949750,6,0,0
5968250,6,0,0
6258500,6,0,0
190500,3,0,0
11874000,3,0,0
3524750,6,0,0
10578000,3,0,0
12142750,3,0,0
236000,3,0,0
10302500,3,0,0
11440500,6,0,0
4097500,4,0,0
1838750,1,0,0
10322250,4,0,0
847750,4,0,0
11936000,6,0,0
9179500,4,0,0
12275500,1,0,0
4004500,1,0,0
5846250,5,0,0
6683250,6,0,0
5170500,5,0,0
10533750,6,0,0
1189000,5,0,0
6272000,5,0,0
4447000,5,0,0
7116750,5,0,0
4399750,1,0,0
620500,5,0,0
3288250,5,0,0
745750,5,0,0
9212500,5,0,0
8701250,5,0,0
6334000,1,0,0
9802000,5,0,0
805750,5,0,0
8730250,5,0,0
5994250,5,0,0
2557000,1,0,0
5336750,4,0,0
8170750,5,0,0
6150750,4,0,0
6897000,4,0,0
3312500,5,0,0
3245250,4,0,0
3684750,4,0,0
5906250,4,0,0
5915250,4,0,0
10845500,4,0,0
861750,4,0,0
1792000,4,0,0
11225500,4,0,0
6433000,4,0,0
10756500,5,0,0
6458000,1,0,0
6571750,5,0,0
4557250,5,0,0
5354000,5,0,0
7715000,5,0,0
11362000,3,0,0
3787750,1,0,0
2138750,1,0,0
1855750,1,0,0
3644250,2,0,0
2006000,2,0,0
9811750,2,0,0
9344000,2,0,0
6067750,2,0,0
10790500,1,0,0
7002750,1,0,0
11352000,2,0,0
764750,2,0,0
4376250,2,0,0
309750,2,0,0
415500,1,0,0
6257000,2,0,0
591750,2,0,0
8555500,2,0,0
6754250,2,0,0
7345250,1,0,0
8070000,1,0,0
2797750,1,0,0
4547500,2,0,0
4844000,2,0,0
2626250,2,0,0
10018000,2,0,0
5608250,2,0,0
380000,2,0,0
12065000,1,0,0
7375000,2,0,0
984500,2,0,0
452750,2,0,0
7383000,2,0,0
3335000,2,0,0
1622500,2,0,0
154750,1,0,0
10654750,2,0,0
12229000,1,0,0
83250,1,0,0
7320250,2,0,0
7323750,2,0,0
4922750,1,0,0
11751000,2,0,0
11737250,1,0,0
6266000,1,0,0
8271000,2,0,0
887500,2,0,0
1525000,2,0,0
2364500,2,0,0
8346250,2,0,0
10185750,2,0,0
4967250,1,0,0
1114000,2,0,0
4712250,6,0,0
4994000,1,0,0
6572500,1,0,0
448250,2,0,0
4025000,2,0,0
6515500,2,0,0
6205000,1,0,0
3977750,2,0,0
11032250,1,0,0
11046750,1,0,0
5693000,1,0,0
11646500,1,0,0
4378500,3,0,0
2737250,1,0,0
4680000,1,0,0
5027500,1,0,0
1838000,3,0,0
4063000,3,0,0
11631250,1,0,0
1758250,3,0,0
11613500,1,0,0
7016500,3,0,0
3096750,3,0,0
5248750,1,0,0
7893250,3,0,0
7003500,2,0,0
5735000,1,0,0
1148000,3,0,0
3781500,3,0,0
8248750,3,0,0
11111500,1,0,0
9720000,3,0,0
12388250,3,0,0
10966250,1,0,0
11761750,1,0,0
1906000,3,0,0
8385000,1,0,0
6523250,2,0,0
12061000,2,0,0
425500,1,0,0
10885750,2,0,0
8172250,1,0,0
10052000,2,0,0
4814750,2,0,0
8230750,1,0,0
3257000,3,0,0
3404000,3,0,0
10112000,1,0,0
567250,1,0,0
9694750,1,0,0
9278500,3,0,0
47000,1,0,0
9671750,3,0,0
9628250,3,0,0
11847750,1,0,0
1699500,3,0,0
1110750,3,0,0
5287000,3,0,0
2076000,3,0,0
8757750,1,0,0
3035250,1,0,0
6299000,3,0,0
1724250,13,0,0
4256000,6,0,0
5220750,24,0,0
1517000,22,0,0
11730000,22,0,0
3249250,23,0,0
5082750,23,0,0
2200750,23,0,0
1240250,23,0,0
4259500,23,0,0
4631250,23,0,0
7513250,23,0,0
3317500,24,0,0
5254500,24,0,0
4087750,24,0,0
2428500,28,0,0
10915250,24,0,0
11984750,24,0,0
7568250,25,0,0
9807250,25,0,0
563500,26,0,0
4921000,26,0,0
9842500,27,0,0
6751750,27,0,0
4895250,27,0,0
42000,27,0,0
5261000,28,0,0
11747250,22,0,0
799000,21,0,0
9244000,21,0,0
7886000,21,0,0
8195000,17,0,0
2168250,17,0,0
9651250,17,0,0
1909250,17,0,0
5034000,17,0,0
2251750,17,0,0
10944750,17,0,0
11939000,18,0,0
2088000,18,0,0
5898500,18,0,0
9163000,18,0,0
7367000,18,0,0
11894500,18,0,0
5828250,19,0,0
725000,19,0,0
11632250,20,0,0
5901250,20,0,0
7927750,20,0,0
3226500,20,0,0
7797000,20,0,0
4902250,20,0,0
10976250,20,0,0
9438000,21,0,0
8051750,28,0,0
1661750,29,0,0
965500,6,0,0
11957000,59,0,0
2852250,49,0,0
9586500,50,0,0
7898750,51,0,0
10492250,53,0,0
8163500,54,0,0
9215000,56,0,0
3148500,56,0,0
5642000,56,0,0
2920750,57,0,0
154500,58,0,0
5264500,59,0,0
6921750,59,0,0
5812000,30,0,0
2050000,61,0,0
5959000,62,0,0
11579750,64,0,0
5024500,66,0,0
5745000,68,0,0
8845250,69,0,0
4370750,98,0,0
6998500,101,0,0
6694750,106,0,0
5655250,136,0,0
1911500,187,0,0
8096750,49,0,0
7060500,49,0,0
10653250,49,0,0
1579250,48,0,0
7218000,30,0,0
10539250,30,0,0
9513250,31,0,0
4956000,31,0,0
472000,31,0,0
731750,31,0,0
6234000,32,0,0
65500,32,0,0
2874500,32,0,0
1181250,32,0,0
3592750,33,0,0
5293250,33,0,0
12231250,33,0,0
5279750,36,0,0
11129250,36,0,0
9463750,41,0,0
1966250,42,0,0
6301250,42,0,0
3549000,42,0,0
1173500,42,0,0
6247250,46,0,0
3031750,46,0,0
7892000,47,0,0
9839750,17,0,0
1629250,17,0,0
8745250,16,0,0
5654000,9,0,0
5037000,8,0,0
6412250,8,0,0
11794250,8,0,0
9782500,8,0,0
8215250,8,0,0
10696000,8,0,0
9716500,8,0,0
1319000,8,0,0
11496750,9,0,0
5957500,9,0,0
11552750,9,0,0
11601500,9,0,0
5238000,16,0,0
1063000,9,0,0
10309250,9,0,0
711500,9,0,0
11283500,9,0,0
3114000,9,0,0
3742000,9,0,0
2771250,9,0,0
8573000,9,0,0
8617500,9,0,0
4133750,9,0,0
3963750,10,0,0
5491500,8,0,0
2078000,8,0,0
3723750,8,0,0
12331000,8,0,0
8216750,6,0,0
11711250,6,0,0
4047000,6,0,0
9076750,6,0,0
9121750,6,0,0
4963500,6,0,0
2882750,6,0,0
6603750,7,0,0
3266750,7,0,0
6155250,7,0,0
9592500,7,0,0
9436000,7,0,0
6172000,7,0,0
10566000,7,0,0
3846250,7,0,0
3895750,7,0,0
5239500,7,0,0
11734000,7,0,0
8649250,7,0,0
5847500,7,0,0
3149000,8,0,0
10713250,8,0,0
4421250,8,0,0
7785250,10,0,0
2756000,10,0,0
573000,10,0,0
1046250,13,0,0
11131750,13,0,0
10715500,13,0,0
8123500,13,0,0
1688750,13,0,0
5012750,14,0,0
4852000,14,0,0
5910250,14,0,0
3350250,14,0,0
8102000,14,0,0
64000,14,0,0
2492500,15,0,0
6003750,15,0,0
4035250,15,0,0
2823250,15,0,0
8869250,15,0,0
1985250,15,0,0
418500,15,0,0
11947000,15,0,0
239250,16,0,0
10840750,16,0,0
6700250,16,0,0
12154500,16,0,0
10774750,16,0,0
7361250,13,0,0
341000,13,0,0
7918750,10,0,0
11612500,13,0,0
11896000,10,0,0
4606000,10,0,0
5467250,10,0,0
4189500,10,0,0
854250,10,0,0
1025250,10,0,0
9351750,10,0,0
4186500,10,0,0
11494250,10,0,0
6900500,10,0,0
10619000,10,0,0
5522250,11,0,0
4809750,11,0,0
3405000,11,0,0
1934750,11,0,0
7483500,11,0,0
7103000,11,0,0
1499750,11,0,0
4880250,11,0,0
2386250,12,0,0
3282250,12,0,0
10592750,12,0,0
9039750,12,0,0
3075000,1,0,0
